step,data_loss,penalty,objective,optimality,b,w_area,w_age
9.500000000000000000e+01,1.389655329423257717e+04,6.407767360648522299e+03,2.030432065488109947e+04,1.987391584634679020e-07,3.319203307111111371e+03,1.111806626253489299e+02,-1.205777619381672494e+01
9.600000000000000000e+01,1.389655329193561920e+04,6.407767362945480272e+03,2.030432065488109947e+04,1.596453245156226330e-07,3.319203307111111371e+03,1.111806626447436486e+02,-1.205777620088743163e+01
9.700000000000000000e+01,1.389655329008999433e+04,6.407767364791106957e+03,2.030432065488109947e+04,1.282425330373371253e-07,3.319203307111111371e+03,1.111806626603232502e+02,-1.205777620660780514e+01
9.800000000000000000e+01,1.389655328860700138e+04,6.407767366274094456e+03,2.030432065488109583e+04,1.030174416882800870e-07,3.319203307111111371e+03,1.111806626728382952e+02,-1.205777621123546162e+01
9.900000000000000000e+01,1.389655328741539597e+04,6.407767367465703501e+03,2.030432065488109947e+04,8.275490870346402517e-08,3.319203307111111371e+03,1.111806626828916507e+02,-1.205777621497891694e+01
1.000000000000000000e+02,1.389655328645790541e+04,6.407767368423191328e+03,2.030432065488109583e+04,6.647833572515082778e-08,3.319203307111111371e+03,1.111806626909676083e+02,-1.205777621800694632e+01
1.010000000000000000e+02,1.389655328568853656e+04,6.407767369192562910e+03,2.030432065488109947e+04,5.340345410331792664e-08,3.319203307111111371e+03,1.111806626974551477e+02,-1.205777622045614272e+01
1.020000000000000000e+02,1.389655328507031845e+04,6.407767369810781020e+03,2.030432065488109947e+04,4.290036770271399291e-08,3.319203307111111371e+03,1.111806627026667229e+02,-1.205777622243705061e+01
1.030000000000000000e+02,1.389655328457355427e+04,6.407767370307546116e+03,2.030432065488109947e+04,3.446329799317027209e-08,3.319203307111111371e+03,1.111806627068533260e+02,-1.205777622403911842e+01
1.040000000000000000e+02,1.389655328417438068e+04,6.407767370706718793e+03,2.030432065488109947e+04,2.768587137325084768e-08,3.319203307111111371e+03,1.111806627102165521e+02,-1.205777622533473981e+01
1.050000000000000000e+02,1.389655328385362373e+04,6.407767371027476656e+03,2.030432065488109947e+04,2.224142292561737122e-08,3.319203307111111371e+03,1.111806627129183767e+02,-1.205777622638246704e+01
1.060000000000000000e+02,1.389655328359587475e+04,6.407767371285224726e+03,2.030432065488109947e+04,1.786749237453477690e-08,3.319203307111111371e+03,1.111806627150888858e+02,-1.205777622722969511e+01
1.070000000000000000e+02,1.389655328338875916e+04,6.407767371492343045e+03,2.030432065488110311e+04,1.435414276329538552e-08,3.319203307111111371e+03,1.111806627168325576e+02,-1.205777622791475423e+01
1.080000000000000000e+02,1.389655328322232344e+04,6.407767371658776028e+03,2.030432065488109947e+04,1.153145490206952672e-08,3.319203307111111371e+03,1.111806627182333642e+02,-1.205777622846865249e+01
1.090000000000000000e+02,1.389655328308858407e+04,6.407767371792517224e+03,2.030432065488109947e+04,9.264056188840186223e-09,3.319203307111111371e+03,1.111806627193587076e+02,-1.205777622891648804e+01
