degree,train_mse,cv_mse,cv_std,test_mse
1.0,4.34897078871005,4.538634933900889,2.240992006001639,3.5304621679673613
2.0,3.8411317477253752,4.075023583205406,1.6165322256096724,3.37696639132523
3.0,0.8350276969994764,0.8829668477633847,0.25052290532428606,0.88870520956817
4.0,0.6574930899069444,0.7009361530094684,0.17573217763997306,0.7318358920837174
5.0,0.6209738765914076,0.6719102786916613,0.20337966209057365,0.8040480474260178
6.0,0.6216476544595587,0.6907027558845086,0.22717985443117966,0.801832022414861
7.0,0.6138172382862196,0.6801803978324611,0.21063191347365404,0.7687276886439105
8.0,0.6056084250287394,0.6773910277223754,0.19867749172958382,0.7782497953360935
