degree,train_mse,cv_mse,cv_std,test_mse
1,4.348970788710051,4.5386349339008865,2.2409920060015964,3.5304621679673556
2,3.8411317477228137,4.075023386165592,1.6165312812280803,3.376967264701611
3,0.8350041879626043,0.8827771177038226,0.25002665291723736,0.8911922156158727
4,0.6572241393628677,0.702072289115655,0.17350110393969234,0.7347287298772459
5,0.6100157038465,0.6622247195286072,0.18732272774165962,0.7667903901034799
6,0.6097765159273428,0.6863394900733935,0.20514349719555436,0.7667251889283463
7,0.6097651797757523,0.6952399573440677,0.20956249677544192,0.7660142688071967
8,0.5951195583083932,0.6705881412948564,0.181729813396312,0.8401650965085408
