step,data_loss,penalty,objective,optimality,b,w_area,w_age
0.000000000000000000e+00,3.293223023463369464e+04,0.000000000000000000e+00,3.293223023463369464e+04,1.913338720190425875e+03,3.319203307111111371e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.665377236448106766e+08,0.000000000000000000e+00,3.665377236448106766e+08,1.969760746726664016e+06,3.319203307111111371e+03,3.734409537639996302e+02,-8.548987436968115361e+00
2.000000000000000000e+00,4.002054511409271250e+14,0.000000000000000000e+00,4.002054511409271250e+14,2.058312655322860956e+09,-1.933723395398089906e+03,-3.840798313195758965e+05,-4.258413349059959000e+04
3.000000000000000000e+00,4.369964682760142848e+20,0.000000000000000000e+00,4.369964682760142848e+20,2.150843482795368652e+12,5.482879950831407681e+06,4.013525458048243523e+08,4.444413969080631435e+07
