step,data_loss,penalty,objective,optimality,b,w_area,w_age
1.000000000000000000e+01,8.640109579383499295e+03,4.083308782764954231e+03,1.272341836214845353e+04,2.310166988337453731e+01,3.319203307111111371e+03,1.792857002295213533e+02,-2.347743649347986405e+00
1.100000000000000000e+01,8.438874044867747216e+03,4.190235264329820893e+03,1.262910930919756720e+04,1.859885206262949708e+01,3.319203307111111371e+03,1.837946298527768931e+02,-2.595109991377271719e+00
1.200000000000000000e+01,8.291129725416320071e+03,4.276807723563400941e+03,1.256793744897972101e+04,1.497422798307603209e+01,3.319203307111111371e+03,1.874247100784531028e+02,-2.815939592072482789e+00
1.300000000000000000e+01,8.181353161517097760e+03,4.346900656465186330e+03,1.252825381798228409e+04,1.205641711080528466e+01,3.319203307111111371e+03,1.903473446966052620e+02,-3.011173710239838819e+00
1.400000000000000000e+01,8.098855451535282555e+03,4.403651028191583464e+03,1.250250647972686602e+04,9.707504445030084028e+00,3.319203307111111371e+03,1.927004878475407281e+02,-3.182396461187442682e+00
1.500000000000000000e+01,8.036200205347900010e+03,4.449598665959816572e+03,1.248579887130771749e+04,7.816501708451541575e+00,3.319203307111111371e+03,1.945951757459069427e+02,-3.331548039563394070e+00
1.600000000000000000e+01,7.988155754899077692e+03,4.486799927418669540e+03,1.247495568231774814e+04,6.294086928302253803e+00,3.319203307111111371e+03,1.961207821752858251e+02,-3.460725412950050206e+00
1.700000000000000000e+01,7.950997771533470768e+03,4.516919731642569786e+03,1.246791750317604055e+04,5.068372320905460526e+00,3.319203307111111371e+03,1.973492472665817274e+02,-3.572047259452143741e+00
1.800000000000000000e+01,7.922042402786343700e+03,4.541306071538317156e+03,1.246334847432466086e+04,4.081499345745617013e+00,3.319203307111111371e+03,1.983384802620659855e+02,-3.667565659101399866e+00
1.900000000000000000e+01,7.899331610355563498e+03,4.561050342420362540e+03,1.246038195277592604e+04,3.286899160171111056e+00,3.319203307111111371e+03,1.991350977100788953e+02,-3.749211430446336202e+00
2.000000000000000000e+01,7.881419435331929890e+03,4.577036186722139064e+03,1.245845562205406895e+04,2.647088361964114789e+00,3.319203307111111371e+03,1.997766269617203534e+02,-3.818763340753377200e+00
2.100000000000000000e+01,7.867225534185041397e+03,4.589979040857766449e+03,1.245720457504280785e+04,2.131895364717427022e+00,3.319203307111111371e+03,2.002932794457567809e+02,-3.877833951722254646e+00
2.200000000000000000e+01,7.855933823328502513e+03,4.600458154129093600e+03,1.245639197745759520e+04,1.717033224634558763e+00,3.319203307111111371e+03,2.007093777716433181e+02,-3.927866779154743249e+00
2.300000000000000000e+01,7.846921583571260271e+03,4.608942512664128117e+03,1.245586409623538930e+04,1.382951203374128912e+00,3.319203307111111371e+03,2.010445042802356852e+02,-3.970140888983876515e+00
2.400000000000000000e+01,7.839709298262652737e+03,4.615811828596420128e+03,1.245552112685907196e+04,1.113910594842858925e+00,3.319203307111111371e+03,2.013144254452376174e+02,-4.005780134975231555e+00
2.500000000000000000e+01,7.833924732793670955e+03,4.621373533842936922e+03,1.245529826663660788e+04,8.972409955365939771e-01,3.319203307111111371e+03,2.015318358966941901e+02,-4.035765051223370925e+00
2.600000000000000000e+01,7.829276894622414147e+03,4.625876539026279715e+03,1.245515343364869477e+04,7.227417655858313639e-01,3.319203307111111371e+03,2.017069572850785732e+02,-4.060946011441003201e+00
2.700000000000000000e+01,7.825536923466182088e+03,4.629522373313149728e+03,1.245505929677933091e+04,5.822003191234171871e-01,3.319203307111111371e+03,2.018480203239526247e+02,-4.082056707781629434e+00
2.800000000000000000e+01,7.822523899039193566e+03,4.632474203725535517e+03,1.245499810276472999e+04,4.690044260405030196e-01,3.319203307111111371e+03,2.019616528136737941e+02,-4.099727323476055396e+00
2.900000000000000000e+01,7.820094180616792073e+03,4.634864137578222653e+03,1.245495831819501473e+04,3.778301664838282781e-01,3.319203307111111371e+03,2.020531919950701081e+02,-4.114497005651002404e+00
3.000000000000000000e+01,7.818133314524095113e+03,4.636799134858640173e+03,1.245493244938273529e+04,3.043907667282492180e-01,3.319203307111111371e+03,2.021269359988074541e+02,-4.126825410011231376e+00
3.100000000000000000e+01,7.816549831595260002e+03,4.638365795153868930e+03,1.245491562674912893e+04,2.452344309608750494e-01,3.319203307111111371e+03,2.021863462731328696e+02,-4.137103204834962078e+00
3.200000000000000000e+01,7.815270452144155570e+03,4.639634233360724465e+03,1.245490468550488004e+04,1.975816052476420948e-01,3.319203307111111371e+03,2.022342105529006915e+02,-4.145661501001423055e+00
3.300000000000000000e+01,7.814236350916004994e+03,4.640661217633902197e+03,1.245489756854990628e+04,1.591939778782681947e-01,3.319203307111111371e+03,2.022727740661622420e+02,-4.152780227381916767e+00
3.400000000000000000e+01,7.813400228593675820e+03,4.641492710009054463e+03,1.245489293860273028e+04,1.282690231602716946e-01,3.319203307111111371e+03,2.023038451725507798e+02,-4.158695504265558007e+00
3.500000000000000000e+01,7.812724002804443444e+03,4.642165923404815658e+03,1.245488992620926001e+04,1.033551049363944513e-01,3.319203307111111371e+03,2.023288804189720622e+02,-4.163606087082952989e+00
3.600000000000000000e+01,7.812176978944179609e+03,4.642710987063574976e+03,1.245488796600775459e+04,8.328312905920318143e-02,3.319203307111111371e+03,2.023490530253990016e+02,-4.167678962626772510e+00
3.700000000000000000e+01,7.811734395358426809e+03,4.643152294966790578e+03,1.245488669032521648e+04,6.711151694655978495e-02,3.319203307111111371e+03,2.023653080307569780e+02,-4.171054183278267935e+00
3.800000000000000000e+01,7.811376262449416572e+03,4.643509597572296116e+03,1.245488586002171360e+04,5.408190232884826920e-02,3.319203307111111371e+03,2.023784066988770576e+02,-4.173849023633148470e+00
3.900000000000000000e+01,7.811086433803890941e+03,4.643798885733623138e+03,1.245488531953751408e+04,4.358346024643205280e-02,3.319203307111111371e+03,2.023889622774444774e+02,-4.176161539988426874e+00
4.000000000000000000e+01,7.810851861308334264e+03,4.644033106360607235e+03,1.245488496766894241e+04,3.512418532453067538e-02,3.319203307111111371e+03,2.023974687947647055e+02,-4.178073607538933310e+00
4.100000000000000000e+01,7.810661996716794420e+03,4.644222741850193415e+03,1.245488473856698693e+04,2.830776467283551215e-02,3.319203307111111371e+03,2.024043242506907063e+02,-4.179653503649144675e+00
4.200000000000000000e+01,7.810508310161691952e+03,4.644376279219525713e+03,1.245488458938121767e+04,2.281495498280720555e-02,3.319203307111111371e+03,2.024098492936571176e+02,-4.180958098762915576e+00
4.300000000000000000e+01,7.810383902286771445e+03,4.644500589937065342e+03,1.245488449222383679e+04,1.838858606019941680e-02,3.319203307111111371e+03,2.024143022629400548e+02,-4.182034709763764901e+00
4.400000000000000000e+01,7.810283191491986145e+03,4.644601237450842746e+03,1.245488442894282889e+04,1.482148418635291509e-02,3.319203307111111371e+03,2.024178913039416443e+02,-4.182922664139652191e+00
4.500000000000000000e+01,7.810201661544637318e+03,4.644682726177078621e+03,1.245488438772171503e+04,1.194674647157666081e-02,3.319203307111111371e+03,2.024207841263846035e+02,-4.183654617282079435e+00
4.600000000000000000e+01,7.810135657774901119e+03,4.644748703092493997e+03,1.245488436086739603e+04,9.629908246193502608e-03,3.319203307111111371e+03,2.024231158642779747e+02,-4.184257659735014734e+00
4.700000000000000000e+01,7.810082222418220226e+03,4.644802120952472251e+03,1.245488434337069339e+04,7.762634799700137735e-03,3.319203307111111371e+03,2.024249954071326556e+02,-4.184754246237340602e+00
